actor_name,drama_name,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score
Lee Do Hyun,Youth of May,10.0,10.0,9.6,9.8,9.9
Lee Dong Gil,Devil Inspector,7.8,6.9,7.7,7.2,7.6
Lee Dong Gil,"Remember, Hari",5.0,7.0,7.0,3.0,6.5
Lee Dong Gun,Angel's Last Mission: Love,7.5,8.8,8.9,6.4,8.0
Lee Dong Gun,Celebrity,7.4,8.2,8.0,5.9,7.5
Lee Dong Gun,Leverage,7.0,8.0,6.5,5.5,7.3
Lee Dong Gun,Queen for Seven Days,8.4,9.0,9.0,6.6,8.6
Lee Dong Gun,Sketch,8.0,8.6,7.8,6.4,7.7
Lee Dong Gun,Super Daddy Yeol,6.7,9.0,7.8,5.2,7.8
Lee Dong Gun,The Gentlemen of Wolgyesu Tailor Shop,8.2,9.0,7.5,5.8,8.2
Lee Dong Gun,Where Stars Land,7.2,8.1,7.5,4.8,6.5
Lee Dong Ha,Doctor Lawyer,8.0,8.2,7.6,5.5,7.9
Lee Dong Ha,Love Returns,6.2,7.6,6.2,4.0,6.5
Lee Dong Ha,Love of Eve,3.0,3.0,1.0,1.0,3.0
Lee Dong Hae,Oh! Youngsim,6.1,6.5,5.8,5.1,5.5
Lee Dong Hwi,Big Bet,8.2,10.0,8.3,6.5,8.2
Lee Dong Hwi,Big Bet Season 2,6.2,8.2,4.0,1.0,6.8
Lee Dong Hwi,Entourage,7.6,8.7,8.2,6.1,7.9
Lee Dong Hwi,Glitch,7.6,9.2,6.5,5.6,7.3
Lee Dong Hwi,Pegasus Market,8.7,9.0,8.5,7.0,8.6
Lee Dong Hwi,Radiant Office,8.2,8.8,7.5,6.4,8.2
Lee Dong Hwi,Reply 1988,9.5,9.8,9.6,8.9,9.6
Lee Dong Won,Happy Merry Ending,6.0,8.2,8.2,5.1,6.8
Lee Dong Wook,Bad and Crazy,6.5,8.3,7.2,5.8,7.0
Lee Dong Wook,Bubblegum,7.1,8.8,7.1,5.7,6.9
Lee Dong Wook,Goblin,6.3,8.2,8.3,4.2,6.5
Lee Dong Wook,Life,9.2,9.8,8.2,8.0,9.3
Lee Dong Wook,Strangers from Hell,8.1,9.6,8.8,6.1,8.1
Lee Dong Wook,Tale of the Nine-Tailed,7.8,8.6,8.3,7.0,7.8
Lee Dong Wook,Tale of the Nine-Tailed 1938,8.2,9.3,7.9,8.4,8.8
Lee Dong Wook,Touch Your Heart,7.5,8.5,7.7,6.7,8.0
Lee El,A Korean Odyssey,6.8,8.4,8.4,6.0,7.7
Lee El,Battle for Happiness,8.3,8.4,8.8,6.4,7.9
Lee El,Black,8.2,8.3,8.6,6.8,8.0
Lee El,Goblin,6.3,8.2,8.3,4.2,6.5
Lee El,Matrimonial Chaos,7.5,8.9,7.4,6.0,7.6
Lee El,My Liberation Notes,8.8,9.5,8.8,7.6,8.6
Lee El,When the Devil Calls Your Name,8.8,9.5,9.4,7.7,9.0
Lee Elijah,Chief of Staff,8.9,9.4,8.3,7.2,8.9
Lee Elijah,Chief of Staff Season 2,9.2,9.5,8.3,7.3,9.3
Lee Elijah,Children of a Lesser God,7.5,8.0,6.9,5.2,7.2
Lee Elijah,Decoy: Part 1,9.2,9.3,7.8,7.7,9.2
Lee Elijah,Decoy: Part 2,8.0,8.0,1.0,1.0,8.0
Lee Elijah,Miss Hammurabi,8.2,8.6,8.3,7.2,8.0
Lee Elijah,The Good Detective,7.8,8.8,7.4,6.0,7.9
Lee Elijah,The Last Empress,6.9,8.5,7.5,4.9,7.0
Lee Eun Bi,Romance by Romance,7.3,7.0,6.3,6.8,7.2
Lee Eun Hyung,Lovers in Bloom,7.7,8.7,7.7,7.2,8.2
Lee Eun Hyung,Mysterious Personal Shopper,4.8,7.0,5.0,4.5,6.2
Lee Eun Hyung,Woman in a Veil,2.3,4.0,5.5,1.0,3.3
Lee Eun Jae,Best Mistake,7.4,7.3,7.7,6.6,7.2
Lee Eun Jae,Best Mistake Season 2,6.5,7.7,6.9,5.1,6.7
Lee Eun Jae,Best Mistake Season 3,4.6,6.4,6.3,3.8,5.8
Lee Eun Saem,Bitch X Rich,7.0,8.5,6.2,4.5,7.0
Lee Eun Saem,Cheer Up,6.3,8.3,7.9,5.0,7.0
Lee Eun Soo,Real:Time:Love,6.5,7.5,6.8,6.2,6.4
Lee Eun Soo,Real:Time:Love Season 2,8.0,9.0,7.4,8.2,8.1
Lee Eung Min,Do You Want to Play the Truth or Dare with Me? Reboot,5.5,5.5,6.5,6.0,6.0
Lee Eung Min,Romantic Witch's Starlight Sonata,5.5,7.0,5.2,4.2,5.2
Lee Ga Kyung,Monkey and Dog Romance,4.0,9.0,3.0,1.0,5.0
Lee Ga Ryeong,Iron Lady Cha,2.0,2.5,1.0,1.0,2.0
Lee Ga Ryeong,Love (ft. Marriage and Divorce),5.8,7.6,6.3,3.7,4.9
Lee Ga Ryeong,Love (ft. Marriage and Divorce) Season 2,5.5,7.2,7.1,4.9,5.5
Lee Ga Ryeong,Love (ft. Marriage and Divorce) Season 3,3.7,6.9,6.0,3.4,3.8
Lee Ga Yeon,Lover of the Palace,5.8,7.0,5.8,5.0,5.2
Lee Ga Yun,Afraid Of,8.2,7.3,7.2,5.5,8.3
Lee Gi Kwang,Circle,9.3,9.2,8.0,8.6,9.0
Lee Gi Kwang,Lovely Horribly,5.9,6.4,6.5,3.6,6.0
Lee Gi Kwang,Mrs. Cop,7.9,8.8,6.6,6.0,8.0
Lee Gi Young,Payback: Money and Power,9.8,9.8,8.0,8.2,9.2
Lee Gu Seul,Back to the 2008,8.0,7.5,7.5,8.0,8.0
Lee Gu Seul,When You Love Yourself,7.0,7.0,4.0,5.0,7.0
Lee Gu Seul,When You Love Yourself Season 2,9.5,10.0,10.0,9.0,9.5
Lee Gyu Hyun,Taste of Cat,7.0,7.8,6.0,6.3,7.0
Lee Ha Min,New Love Playlist,7.0,8.1,7.4,4.8,6.2
Lee Ha Nee,One the Woman,6.9,8.2,6.8,5.9,7.0
Lee Ha Nee,"Please Come Back, Mister",8.1,8.7,8.0,5.6,8.0
Lee Ha Nee,Rebel: Thief Who Stole the People,8.5,9.5,9.5,7.0,8.9
Lee Ha Nee,Shine or Go Crazy,7.3,8.6,8.0,5.1,7.8
Lee Ha Nee,The Fiery Priest,10.0,10.0,9.8,9.9,9.9
Lee Ha Young,To My Beautiful Woo Ri,8.0,8.1,6.6,5.2,8.0
Lee Ha Yul,Person Who Gives Happiness,7.2,8.2,5.9,6.4,7.6
Lee Hae In,My Secret Romance,5.6,6.8,6.2,3.9,5.9
Lee Hae In,Something About 1 Percent,8.6,9.3,8.5,8.5,9.0
Lee Hae Woo,Gracious Revenge,5.8,6.5,5.0,3.5,5.8
Lee Hae Young,Different Dreams,7.2,8.6,7.4,6.6,7.2
Lee Hae Young,River Where the Moon Rises,7.1,8.6,7.9,5.8,7.4
Lee Hak Joo,Artificial City,5.9,7.5,6.2,3.2,5.9
Lee Hak Joo,Justice,8.2,8.8,8.2,6.8,8.1
Lee Hak Joo,My Name,7.4,8.5,8.0,5.8,7.7
Lee Hak Joo,Political Fever,7.0,8.0,7.5,5.0,8.5
Lee Hak Joo,Shadow Detective,8.6,9.4,8.4,8.4,8.6
Lee Hak Joo,Shadow Detective Season 2,7.5,8.2,6.0,4.5,7.2
Lee Hak Joo,Sweet Munchies,5.5,7.6,7.1,3.8,5.8
Lee Hak Joo,Tong: Memories,7.6,8.3,6.5,4.8,8.4
Lee Han Gyul,Love in Black Hole,7.5,7.9,8.1,6.1,7.4
Lee Han Ik,Can You Deliver Time?,9.5,9.0,8.5,8.5,9.5
Lee Han Ik,It's Okay to Be Sensitive Season 3,7.0,8.4,8.5,4.2,7.5
Lee Hang Na,Everything and Nothing,8.9,9.4,7.9,7.7,8.8
Lee Hang Na,Train,8.7,9.2,8.5,6.7,8.5
Lee Hee Joon,Chimera,8.6,8.8,7.3,7.3,8.2
Lee Hee Joon,Mistress,8.8,8.5,8.3,5.7,8.3
Lee Hee Joon,Mouse,7.1,8.8,7.8,6.5,7.3
Lee Hee Joon,The Legend of the Blue Sea,7.6,8.7,6.9,5.8,7.5
Lee Ho,Thumping Spike 2,7.6,8.5,8.2,6.4,7.8
Lee Ho Jae,Mysterious Personal Shopper,4.8,7.0,5.0,4.5,6.2
Lee Ho Jae,The Love in Your Eyes,6.1,7.8,6.0,4.5,6.1
Lee Ho Jung,Flower Ever After,8.3,8.4,8.1,7.6,8.2
Lee Ho Won,Devilish Joy,7.2,8.9,7.7,6.9,8.1
Lee Ho Won,Hip Hop King: Nassna Street,8.0,8.0,10.0,1.0,6.0
Lee Ho Won,Mask,7.3,8.1,6.5,4.9,7.5
Lee Ho Won,Radiant Office,8.2,8.8,7.5,6.4,8.2
Lee Ho Won,Two Cops,6.5,7.9,6.0,5.2,6.8
Lee Ho Yeon,Cat's Bar,6.7,7.0,6.8,6.0,6.2
Lee Ho Yeon,Taste of Cat,7.0,7.8,6.0,6.3,7.0
Lee Hong Ki,A Korean Odyssey,6.8,8.4,8.4,6.0,7.7
Lee Hong Ki,"I Hate You, Juliet!",6.4,7.8,6.4,5.3,6.8
Lee Hong Nae,The Uncanny Counter,7.8,9.0,8.2,7.2,8.2
Lee Hoon,Here Comes Love,7.2,7.4,6.0,6.0,7.5
Lee Hwa Kyum,Queen: Love and War,8.0,8.4,8.5,6.4,8.0
Lee Hwa Ryong,Something in the Rain,7.0,8.9,7.2,5.8,7.5
Lee Hwi Hyang,Gold Mask,6.8,8.2,6.4,4.5,7.1
Lee Hwi Hyang,Marriage Contract,8.2,9.5,8.4,7.8,8.6
Lee Hwi Hyang,Oh My Ladylord,3.6,7.8,6.1,2.0,5.1
Lee Hwi Hyang,Save the Family,4.0,4.0,1.0,1.0,4.0
Lee Hwi Hyang,The Secret of My Love,4.2,5.5,2.8,1.0,2.2
Lee Hye Ran,Fluttering Warning,5.4,7.1,6.0,3.1,5.4
Lee Hye Ri,Entertainer,7.9,8.4,8.7,6.6,7.9
Lee Hye Ri,"Hyde, Jekyll, Me",6.2,7.3,6.1,5.0,6.4
Lee Hye Ri,May I Help You,7.0,8.8,7.7,4.8,7.5
Lee Hye Ri,Miss Lee,6.3,9.0,5.0,4.8,5.8
Lee Hye Ri,Moonshine,7.0,8.6,7.0,4.6,7.4
Lee Hye Ri,My Roommate Is a Gumiho,7.4,8.7,8.0,6.5,7.8
Lee Hye Ri,Reply 1988,9.5,9.8,9.6,8.9,9.6
Lee Hye Ri,Two Cops,6.5,7.9,6.0,5.2,6.8
Lee Hye Won,Chart Running Scholar,7.0,7.5,5.0,6.0,7.0
Lee Hye Young,Big Bet,8.2,10.0,8.3,6.5,8.2
Lee Hye Young,Kill Heel,7.1,8.2,7.3,5.2,6.3
Lee Hye Young,Lawless Lawyer,7.3,8.7,6.9,6.5,7.8
Lee Hye Young,Mother,9.6,10.0,8.9,8.3,9.6
Lee Hyeong Seok,Ga Doo Ri’s Sushi Restaurant,6.7,8.2,7.2,6.7,7.4
Lee Hyo Bin,To.Two,9.2,8.9,8.8,9.0,9.1
Lee Hyo Choon,Good People,3.8,3.0,1.5,1.0,3.5
Lee Hyo Je,Hunted,7.0,9.0,8.7,4.0,7.5
Lee Hyo Na,I Have Three Boyfriends,8.5,8.3,6.9,7.6,8.6
Lee Hyo Na,"Remember, Hari",5.0,7.0,7.0,3.0,6.5
Lee Hyun Jae,Please Find Her,6.3,7.7,6.2,5.0,6.8
Lee Hyun Jin,Gold Mask,6.8,8.2,6.4,4.5,7.1
Lee Hyun Joo,Goedam,7.0,7.4,6.8,6.2,6.6
Lee Hyun Joo,Heartbeat Broadcasting Accident,6.6,7.5,5.6,5.6,6.9
Lee Hyun Joo,"Legally, Dad",6.2,7.2,6.3,5.1,6.3
Lee Hyun Joo,The Witch Store,7.5,6.7,8.7,4.5,7.3
Lee Hyun Joo,The Witch Store Reopening,5.5,4.2,5.4,4.6,5.4
Lee Hyun Jun,"Remember, Hari",5.0,7.0,7.0,3.0,6.5
Lee Hyun Kyung,Cherry Blossoms After Winter,6.5,6.7,6.9,5.2,6.9
Lee Hyun Kyung,Justice Team,8.0,8.0,5.0,5.0,8.0
Lee Hyun Kyung,TV Novel: A Sea of Her Own,2.0,2.0,1.0,1.0,2.0
Lee Hyun Kyung,That Man Oh Soo,4.4,6.1,5.6,2.2,4.8
Lee Hyun Seok,The Witch's Game,3.5,5.8,7.2,1.0,3.8
Lee Hyun Woo,Moorim School,7.8,8.1,8.6,6.5,7.8
Lee Hyun Woo,The Liar and His Lover,7.2,8.0,8.7,5.0,7.4
Lee Hyun Wook,Mine,6.8,9.2,7.2,5.3,7.6
Lee Hyun Wook,Remarriage and Desires,7.4,8.5,8.8,5.0,7.5
Lee Hyun Wook,Search,7.5,8.9,7.5,6.0,8.0
Lee Hyun Wook,She Would Never Know,7.6,8.5,7.9,7.4,8.0
Lee Hyun Yi,Hanging On,9.1,9.6,8.4,8.6,9.1
Lee Il Hwa,Choco Bank,6.5,6.9,5.5,4.5,6.5
Lee Il Hwa,"I Hate You, Juliet!",6.4,7.8,6.4,5.3,6.8
Lee Il Hwa,Lie After Lie,8.9,9.3,8.2,8.2,9.0
Lee Il Hwa,Man in the Kitchen,5.0,6.0,5.0,3.0,5.0
Lee Il Hwa,Orange Marmalade,6.0,6.7,6.1,3.2,5.9
Lee Il Hwa,Secrets and Lies,4.6,5.6,4.6,3.5,4.8
Lee Il Min,TV Novel: That Sun in the Sky,6.0,6.0,5.8,1.0,6.0
Lee In,I'm Sorry Kang Nam Goo,1.5,2.5,1.0,1.0,1.5
Lee In Hye,"I'm a Mother, Too",6.2,6.0,4.2,2.0,5.8
Lee Jae Bin,Choco Milk Shake,8.3,8.6,7.7,7.5,8.4
Lee Jae Hwang,Love of Eve,3.0,3.0,1.0,1.0,3.0
Lee Jae Hwang,Mom Has an Affair,7.2,7.3,5.5,4.3,7.0
Lee Jae Hyung,9 Seconds: Eternal Time,8.6,8.4,8.3,6.8,8.4
Lee Jae In,Undercover,7.3,8.5,7.5,5.7,7.5
Lee Jae Jin,4 Kinds of House,7.6,8.9,7.1,4.8,7.2
Lee Jae Jin,My Only Love Song,6.5,7.0,6.8,5.8,6.6
Lee Jae Jin,The Flatterer,7.3,8.2,4.8,7.5,7.3
Lee Jae Jin,YG Future Strategy Office,7.5,7.5,8.0,8.0,7.8
Lee Jae Kyoon,Secret Royal Inspector & Joy,7.5,8.3,7.5,5.6,7.7
Lee Jae Kyoon,The Ghost Detective,7.3,8.8,8.5,5.7,6.8
Lee Jae Ryong,Chocolate,8.0,8.9,8.2,5.6,7.8
Lee Jae Seok,Anniversary Anyway,8.8,8.8,8.7,6.5,8.3
Lee Jae Won,Dr. Brain,7.9,9.2,8.2,7.7,8.4
Lee Jae Won,Kill It,7.5,8.8,8.4,5.2,7.5
Lee Jae Won,Strangers Again,6.0,8.6,6.5,4.2,6.8
Lee Jae Woo,Phoenix 2020,4.0,4.3,3.7,3.2,4.0
Lee Jae Woo,Sweet Enemy,2.2,5.0,2.8,2.0,2.2
Lee Jae Wook,Alchemy of Souls,8.4,9.2,8.8,7.8,8.5
Lee Jae Wook,Alchemy of Souls Season 2: Light and Shadow,4.2,6.7,7.2,2.7,5.0
Lee Jae Wook,Do Do Sol Sol La La Sol,5.8,9.0,8.5,4.4,6.7
Lee Jae Wook,Extraordinary You,7.0,8.5,7.8,5.4,7.5
Lee Jae Wook,Search: WWW,7.5,8.3,8.6,5.9,7.8
Lee Jae Wook,When the Weather Is Fine,6.9,8.2,7.5,5.3,7.4
Lee Jae Yong,Bossam: Steal the Fate,7.6,8.8,8.5,6.2,7.8
Lee Jae Yong,Children of a Lesser God,7.5,8.0,6.9,5.2,7.2
Lee Jae Yong,My Beautiful Bride,8.8,8.9,8.9,7.1,8.7
Lee Jae Yoon,Another Miss Oh,5.7,7.9,7.0,4.6,6.5
Lee Jae Yoon,Cheers to Me,9.0,9.0,9.5,10.0,9.0
Lee Jae Yoon,Heart to Heart,9.0,9.5,8.6,8.6,9.3
Lee Jae Yoon,Joseon Survival,4.2,5.0,3.0,2.5,3.8
Lee Jae Yoon,Love in Black Hole,7.5,7.9,8.1,6.1,7.4
Lee Jae Yoon,Mother,9.6,10.0,8.9,8.3,9.6
Lee Jae Yoon,Revolutionary Love,6.8,8.9,8.2,6.0,7.5
Lee Jae Yoon,"Suddenly, Mood, First Love",8.0,8.0,7.0,7.0,8.0
Lee Jae Yoon,The Secret Message,7.2,7.6,7.3,5.5,7.0
Lee Jae Yoon,Tong: Memories,7.6,8.3,6.5,4.8,8.4
Lee Jae Yoon,Weightlifting Fairy Kim Bok Joo,7.4,8.6,8.7,5.6,7.6
Lee Jang Woo,Graceful Family,8.5,9.2,7.8,7.5,8.7
Lee Jang Woo,Homemade Love Story,8.1,9.3,8.6,6.7,8.9
Lee Jang Woo,My Only One,6.8,8.0,6.8,5.6,6.8
Lee Jang Woo,The Heavenly Idol,5.0,6.8,5.9,4.5,5.4
Lee Je Hoon,Move to Heaven,9.6,9.8,9.2,8.5,9.7
Lee Je Hoon,Signal,8.2,9.2,8.5,7.4,8.5
Lee Je Hoon,Taxi Driver,7.4,9.2,7.8,5.7,7.8
Lee Je Hoon,Taxi Driver Season 2,7.0,8.6,8.1,6.5,7.6
Lee Je Hoon,Tomorrow With You,8.3,8.8,8.8,7.4,8.4
Lee Je Hoon,Where Stars Land,7.2,8.1,7.5,4.8,6.5
Lee Ji Ah,My Mister,9.8,10.0,10.0,9.5,9.7
Lee Ji Ah,Pandora: Beneath the Paradise,7.0,7.0,5.4,3.4,6.7
Lee Ji Ah,The Ghost Detective,7.3,8.8,8.5,5.7,6.8
Lee Ji Ah,The Penthouse Season 2: War in Life,8.9,9.9,9.5,8.0,9.2
Lee Ji Ah,The Penthouse Season 3: War in Life,5.1,9.5,7.4,4.1,6.0
Lee Ji Ah,The Penthouse: War in Life,7.5,8.3,7.3,5.3,7.5
Lee Ji Hoon,Band of Sisters,5.2,8.0,6.3,3.0,5.8
Lee Ji Hoon,Dinner Mate,7.1,8.7,8.3,5.2,7.1
Lee Ji Hoon,Go Ho's Starry Night,7.2,8.3,7.3,5.5,6.4
Lee Ji Hoon,Jang Young Shil,8.6,9.4,8.1,7.2,8.9
Lee Ji Hoon,River Where the Moon Rises,7.1,8.6,7.9,5.8,7.4
Lee Ji Hoon,Rookie Historian Goo Hae Ryung,8.6,9.0,8.5,8.1,8.8
Lee Ji Hoon,Sponsor,7.5,7.5,5.2,3.2,5.8
Lee Ji Hoon,The Hymn of Death,8.5,8.9,8.8,7.0,8.3
Lee Ji Hoon,Woman of 9.9 Billion,6.8,8.0,6.6,5.6,7.2
Lee Ji Hoon,Your House Helper,8.1,8.0,7.0,6.2,8.0
Lee Ji Hyun,Missing Korea,6.4,7.1,3.9,3.4,6.4
Lee Ji Hyun,My Perfect Stranger,9.0,9.2,7.8,6.7,8.8
Lee Ji Hyun,The Package,9.3,9.2,8.6,8.9,9.4
Lee Ji Won,W.H.Y.,8.8,9.0,9.0,6.7,8.5
Lee Ji Yeon,Women at a Game Company,7.0,7.0,6.2,5.2,6.8
Lee Jin,Immutable Law of First Love,10.0,10.0,10.0,10.0,10.0
Lee Jin Hyuk,Check Out the Event,6.9,7.8,7.0,4.7,7.0
Lee Jin Hyuk,Dear.M,7.4,8.2,7.5,6.2,7.3
Lee Jin Hyuk,Find Me in Your Memory,7.2,8.7,8.4,6.1,7.5
Lee Jin Hyuk,Hanging On,9.1,9.6,8.4,8.6,9.1
Lee Jin Sol,The Guilty Secret,7.4,8.2,6.4,6.4,7.0
Lee Jin Wook,Bulgasal: Immortal Souls,6.7,8.3,8.2,5.0,7.1
Lee Jin Wook,"Good-bye, Mr. Black",6.7,7.7,6.6,4.5,6.8
Lee Jin Wook,Return,8.3,8.6,7.6,6.3,8.2
Lee Jin Wook,Sweet Home,7.5,9.2,6.4,7.4,7.8
Lee Jin Wook,The Time We Were Not in Love,7.2,7.4,5.9,4.0,6.7
Lee Jin Wook,Voice Season 2,8.5,9.0,8.8,7.2,8.7
Lee Jin Wook,Voice Season 3: City of Accomplices,8.6,9.3,8.9,8.0,8.8
Lee Jin Wook,Welcome to Wedding Hell,5.5,6.7,5.1,2.4,4.9
Lee Jong Hyuk,Bitch X Rich,7.0,8.5,6.2,4.5,7.0
Lee Jong Hyuk,Bubblegum,7.1,8.8,7.1,5.7,6.9
Lee Jong Hyuk,Flower of the Queen,4.0,4.5,1.0,1.0,4.0
Lee Jong Hyuk,Good Casting,7.6,8.2,7.8,6.1,7.6
Lee Jong Hyuk,Our Dating Sim,8.3,9.3,8.3,9.1,9.2
Lee Jong Hyuk,Police University,6.9,7.8,6.9,5.0,7.0
Lee Jong Hyuk,Spring Turns to Spring,7.8,9.3,7.4,6.9,8.2
Lee Jong Hyuk,User Not Found,7.2,7.0,7.2,5.2,6.9
Lee Jong Suk,Big Mouth,6.7,9.1,6.6,5.2,7.0
Lee Jong Suk,Romance Is a Bonus Book,7.7,8.8,7.3,6.8,7.6
Lee Jong Suk,The Hymn of Death,8.5,8.9,8.8,7.0,8.3
Lee Jong Suk,W,6.7,7.5,7.3,5.1,6.9
Lee Jong Suk,While You Were Sleeping,8.3,8.7,8.8,6.8,8.2
Lee Jong Won,Amanza,8.7,9.4,8.4,7.1,8.9
Lee Jong Won,Farming Academy Season 2,6.0,7.0,5.0,4.0,6.5
Lee Jong Won,Ghostderella,7.0,8.5,7.0,6.5,7.2
Lee Jong Won,"Go, Back Diary",5.7,7.9,5.7,4.3,6.0
Lee Jong Won,How to Hate You,8.2,8.8,7.6,7.8,8.4
Lee Jong Won,In Your Dream,5.0,7.0,4.0,2.0,5.0
Lee Jong Won,Jal Pa Gin Love,4.2,7.0,6.5,1.0,5.2
Lee Jong Won,Our Baseball,9.8,10.0,9.2,8.0,9.5
Lee Jong Won,The Golden Spoon,7.7,9.0,8.1,5.6,7.5
Lee Jong Won,The Promise,8.5,8.8,7.8,3.0,8.5
Lee Jong Won,XX,8.8,9.2,8.8,7.1,9.0
Lee Jong Won,Young Lady and Gentleman,4.4,7.8,6.5,2.5,5.5
Lee Joo Bin,Be Melodramatic,8.0,8.8,8.0,7.2,7.9
Lee Joo Bin,Doctor Lawyer,8.0,8.2,7.6,5.5,7.9
Lee Joo Bin,Ga Doo Ri’s Sushi Restaurant,6.7,8.2,7.2,6.7,7.4
Lee Joo Bin,Love in Contract,4.5,6.4,5.1,2.0,4.9
Lee Joo Bin,Love to Hate You,8.3,8.7,7.2,7.7,8.4
Lee Joo Bin,She Would Never Know,7.6,8.5,7.9,7.4,8.0
Lee Joo Hyung,Longing Heart,7.6,8.2,7.0,5.8,7.2
Lee Joo Hyung,Madame Antoine,6.0,7.6,7.0,3.9,6.0
Lee Joo Myung,Man in the Shower,8.5,8.0,8.0,8.0,8.5
Lee Joo Myung,Twenty-Five Twenty-One,9.0,10.0,9.5,7.9,9.3
Lee Joo Seung,9 Seconds: Eternal Time,8.6,8.4,8.3,6.8,8.4
Lee Joo Seung,Top Management,7.5,8.4,8.4,6.8,8.1
Lee Joo Won,Stock Struck,7.9,8.4,7.6,7.7,7.9
Lee Joo Woo,Eulachacha Waikiki,8.4,9.5,8.5,7.8,8.6
Lee Joo Woo,Let's Eat Season 3,7.6,8.4,7.0,7.3,7.6
Lee Joo Woo,Stealer: The Treasure Keeper,8.7,8.9,8.8,8.7,8.4
Lee Joo Woo,The Running Mates: Human Rights,6.8,8.0,5.7,5.1,6.3
Lee Joo Young,Just Dance,8.8,9.2,8.2,7.5,8.7
Lee Joo Young,Something in the Rain,7.0,8.9,7.2,5.8,7.5
Lee Joo Young,The Ghost Detective,7.3,8.8,8.5,5.7,6.8
Lee Joo Young,The School Nurse Files,7.5,8.9,8.0,7.1,8.0
Lee Joo Young,Times,7.2,8.5,7.2,4.4,7.2
Lee Joo Young,Weightlifting Fairy Kim Bok Joo,7.4,8.6,8.7,5.6,7.6
Lee Joo Young,Women at a Game Company,7.0,7.0,6.2,5.2,6.8
Lee Joon,Bloody Heart,8.9,9.1,7.3,7.1,8.5
Lee Joon,Bulgasal: Immortal Souls,6.7,8.3,8.2,5.0,7.1
Lee Joon,Heard It Through the Grapevine,9.1,9.6,8.5,7.5,9.2
Lee Joon,My Father Is Strange,9.2,9.5,8.6,8.5,9.3
Lee Joon,The Silent Sea,6.8,8.8,7.5,5.9,7.0
Lee Joon,Vampire Detective,6.3,8.3,6.2,5.4,7.0
Lee Joon,Woman with a Suitcase,7.5,8.3,6.3,6.8,8.0
Lee Joon Gi,Again My Life,6.3,7.4,6.7,4.4,6.1
Lee Joon Gi,Criminal Minds,7.1,8.0,7.6,5.4,7.6
Lee Joon Gi,Flower of Evil,8.7,9.8,9.4,7.3,8.8
Lee Joon Gi,Lawless Lawyer,7.3,8.7,6.9,6.5,7.8
Lee Joon Gi,Moon Lovers: Scarlet Heart Ryeo,7.4,9.0,8.5,6.8,7.9
Lee Joon Gi,The Scholar Who Walks the Night,6.1,7.2,6.0,4.8,6.5
Lee Joon Hyuk,365: Repeat the Year,8.4,9.0,7.2,6.2,8.5
Lee Joon Hyuk,A Poem a Day,7.4,8.5,8.0,5.3,7.9
Lee Joon Hyuk,Are You Human Too?,8.0,8.8,7.8,7.6,8.1
Lee Joon Hyuk,Dark Hole,7.1,8.5,7.5,6.2,7.5
Lee Joon Hyuk,Designated Survivor: 60 Days,8.5,9.1,8.0,7.1,8.4
Lee Joon Hyuk,Good Job,7.0,8.1,7.5,5.8,7.5
Lee Joon Hyuk,Happiness,6.2,8.9,7.3,5.0,6.8
Lee Joon Hyuk,House of Bluebird,5.2,7.2,7.8,5.0,5.8
Lee Joon Hyuk,Mrs. Cop Season 2,8.5,9.5,7.0,7.0,8.5
Lee Joon Hyuk,My Dangerous Wife,8.6,9.2,8.8,6.5,8.6
Lee Joon Hyuk,Mystic Pop-Up Bar,9.0,9.2,8.8,8.4,8.9
Lee Joon Hyuk,Naked Fireman,8.4,8.9,7.0,7.3,8.2
Lee Joon Hyuk,Stranger,8.8,9.4,8.4,7.6,9.0
Lee Joon Hyuk,Stranger Season 2,9.0,9.6,9.3,8.6,9.1
Lee Joon Hyuk,The Lies Within,6.6,8.8,7.0,5.0,6.8
Lee Joon Hyuk,The Wind Blows,8.8,9.4,8.3,7.0,8.9
Lee Joong Moon,Gold Mask,6.8,8.2,6.4,4.5,7.1
Lee Joong Moon,Secrets and Lies,4.6,5.6,4.6,3.5,4.8
Lee Joong Moon,Sweet Temptation,9.0,8.7,7.7,9.7,8.8
Lee Joong Ok,Strangers from Hell,8.1,9.6,8.8,6.1,8.1
Lee Joong Ok,Zombie Detective,7.6,8.7,7.8,6.5,8.1
Lee Ju A,Dalgona,6.2,6.7,7.3,4.7,6.8
Lee Ju A,I Am...,6.1,6.1,5.7,4.4,5.9
Lee Ju Yeon,Love Is for Suckers,6.3,7.8,6.1,4.4,6.9
Lee Jun Ho,Confession,9.0,9.1,7.8,8.0,8.9
Lee Jun Ho,Good Manager,9.8,9.9,9.4,9.4,9.8
Lee Jun Ho,Just Between Lovers,8.9,9.5,9.2,8.2,9.1
Lee Jun Ho,King the Land,6.6,8.8,8.2,6.0,7.7
Lee Jun Ho,Memory,9.1,9.4,7.5,5.7,9.2
Lee Jun Ho,The Red Sleeve,8.9,9.4,8.6,7.9,9.1
Lee Jun Ho,Wok of Love,6.9,9.2,7.2,6.3,7.5
Lee Jun Young,A Special Meal of the Weirdo 'Nara',6.0,7.0,5.0,5.0,4.0
Lee Jun Young,Avengers Social Club,9.1,9.4,8.1,8.0,8.8
Lee Jun Young,Class of Lies,7.9,8.8,8.3,5.5,7.8
Lee Jun Young,Good Casting,7.6,8.2,7.8,6.1,7.6
